title,price,rooms,mtts,floor,link,description
"
Piso en calle Antonio García Boiza, Pizarrales, Salamanca
",121.000,3 hab.,90 m²,Planta 2ª exterior sin ascensor,/inmueble/100263335/,"
EXTRAORDINARIO PISO EN TESO DE LOS CAÑONES. Preciosa vivienda en calle Antonio Boiza, segunda planta de 73 metros utiles distribuida en 3 dormitorios, salón, cocina completamente equipada con electrodomésticos, dispone de plaza de garaje en el edificio incluida en el precio. Calefaccion y agua calie
"
"
Piso en plaza Baleares, Pizarrales, Salamanca
",70.000,1 hab.,50 m²,Bajo exterior con ascensor,/inmueble/100510720/,"
Este apartamento de 50 m2 aproximadamente está compuesto por un dormitorio, un salón-cocina, un cuarto de baño y una despensa. La vivienda comienza con un recibidor de donde sale un cuarto de baño completo con plato de ducha, un dormitorio (actualmente cuenta con una cama individual, pero se puede r
"
"
Piso en paseo de la Estación, Garrido sur, Salamanca
",150.000,3 hab.,75 m²,Planta 8ª exterior con ascensor,/inmueble/101875242/,"
Tu INMOBILIARIA DE SALAMANCA TE OFRECE ESTA OPORTUNIDAD!
Piso recién reformado de 70m2 útiles muy cercano al centro comercial Vialia.
Piso con altura y mucha luz
Dispone de 3 dormitorios. 1 baño completo. Cocina equipada. Suelos de tarima. Comunidad 50€. Calefacción central y agua caliente individ
"
"
Piso en avenida de la Virgen del Cueto, 5, San José - Parador - Zurguen, Salamanca
",145.000,3 hab.,93 m²,Planta 1ª exterior con ascensor,/inmueble/101915905/,"
Excelente piso para entrar a vivir. Zona del Zurgen, con todas las comunicaciones.
Vivienda acogida a condiciones V. P. O
Piso con muchas mejoras respecto al original, con reformas en baños y cocina.
El piso está distribuido en tres dormitorios, dos baños, uno con bañera y otro plato de ducha. Saló
"
"
Piso en avenida Juan Pablo II, La Salle - Vistahermosa, Salamanca
",62.000,3 hab.,79 m²,Bajo exterior sin ascensor,/inmueble/99341297/,"
INMOCLIP VENDE piso en Tejares.
El inmueble, de unos 68m2, está distribuido en 3 dormitorios, un baño completo, amplio salón exterior, cocina sin amueblar, tiene balcón y una pequeña terraza.
Es un bajo totalmente exterior, muy luminoso, situado en una urbanización de Tejares. Calefacción de gas ci
"
"
Piso en avenida Villamayor, Carmelitas, Salamanca
",215.000,3 hab.,90 m²,Planta 4ª exterior con ascensor,/inmueble/99396245/,"
AVENIDA VILLAMAYOR!
Inmobiliaria Plaza Mayor le ofrece un piso en una de las mejores zonas de Salamanca, a tan sólo 10 minutos de la Plaza Mayor, tiene 75 metros útiles. Tres dormitorios, dos de ellos exteriores, salón
exterior, dos baños completos, suelos de parquet, balcón, dispone de dos traste
"
"
Piso en calle Rosales, Pizarrales, Salamanca
",130.000,3 hab.,98 m²,Planta 1ª exterior con ascensor,/inmueble/99372919/,"
INMOCLIP VENDE piso en Salamanca, en Pizarrales.
El inmueble, de unos 85m2, está distribuido en 3 dormitorios amplios, dos de ellos con armarios empotrados, dos baños completos con plato de ducha y otro con bañera, y amplio salón exterior.
Primera altura de un edificio con ascensor, plaza de garaje
"
"
Piso en calle Alfonso IX De Leon, Salesas, Salamanca
",133.000,3 hab.,90 m²,Planta 2ª exterior con ascensor,/inmueble/101406449/,"
PISO EN ALFONSO IX.
Inmobiliaria Plaza mayor gestiona la venta de un piso situado en Avenida Alfonso IX.
Es un 2º de altura con ascensor y tiene 80 metros. Tres dormitorios exteriores con mucha luz. Salón exterior con galería cerrada. Cocina equipada y un baño completo con bañera.
Los suelos son
"
"
Ático en avenida Alfonso IX de León, Garrido norte, Salamanca
",175.000,4 hab.,92 m²,Planta 9ª exterior con ascensor,/inmueble/100122961/,"
Se vende ATICO PARA REFORMAR A TU GUSTO, en la Avda. de Alfonso IX en Salamanca.
Muy próximo al Corte Inglés.
Buenas vistas. Ascensor.
La vivienda está distribuida en 4 dormitorios, un baño, cocina y salón-comedor con salida a una terraza de unos 10m² aproximados.
Reforma Integral.
Portal sin barrer
"
"
Piso en calle del Doctor Gómez Ulla, Prosperidad - Delicias, Salamanca
",170.000,3 hab.,81 m²,Planta 3ª exterior con ascensor,/inmueble/101177837/,"
Situado en zona super tranquila para vivir y a tan solo 10 minutos de plaza Mayor andando, en Doctor Gomezulla, junto a Paseo San Antonio se encuentra este piso con altura de tercero y todo exterrior! lo que significa luz a raudales
puedes entrar a vivir o si te planteas hacer alguna reforma tienes
"
"
Piso en calle Luis Sala Balust, Pizarrales, Salamanca
",95.000,1 hab.,45 m²,Bajo exterior sin ascensor,/inmueble/101688543/,"
INMOCLIP vende apartamento en Parque Valhondo.
Ideal inversores, con una rentabilidad del 5%. Impecable apartamento, reformado, consta de 40 m2 útiles, 1 dormitorio, 1 baño completo y salón con cocina americana.
Calefacción individual por acumuladores eléctricos, sin gastos de comunidad
¿Quieres vis
"
"
Piso en calle Obispo Ramírez de Villaescusa, Garrido norte, Salamanca
",140.000,3 hab.,75 m²,Planta 3ª exterior con ascensor,/inmueble/101722534/,"
INMOCLIP vende piso en Garrido.
Impecable y luminoso piso, reformado hace 5 años. Consta de 75 m2 construidos, distribuidos en 3 dormitorios luminosos, 1 baño completo con ducha, salón con salida a balcón y cocina independiente con despensa y equipada con electrodomésticos.
Calefacción individual de
"
"
Piso en calle de las Acacias, Garrido norte, Salamanca
",140.000,3 hab.,80 m²,Planta 1ª exterior con ascensor,/inmueble/98803434/,"
INMOCLIP VENDE, piso en Garrido.
Se vende piso reformado en Salamanca, zona garrido norte. La vivienda está distribuida en 3 dormitorios; todos exteriores, muy amplios y soleados; armario empotrado en dormitorio principal con un vestidor independiente, 1 baño completo con mampara y plato de ducha y
"
"
Piso en calle Alcalde Fernando Troconiz, La Salle - Vistahermosa, Salamanca
",99.000,2 hab.,70 m²,Planta 3ª exterior con ascensor,/inmueble/99378460/,"
PISO BARRIO "" LOS ALCALDES"".
Inmobiliaria Plaza Mayor le ofrece un amplio y luminoso piso, impecable, en el Barrio de ""Los Alcaldes"".
Es totalmente exterior y tiene dos dormitorios, Amplio salón, cocina equipada y baño completo.
Los suelos son de parquet, las puertas de roble y las ventanas de pv
"
"
Piso en calle Alcalde Antonio Estella, La Salle - Vistahermosa, Salamanca
",122.990,3 hab.,94 m²,Planta 4ª exterior con ascensor,/inmueble/98973522/,"
INMOCLIP VENDE piso en barrio Los Alcaldes.
El inmueble es un 4º con orientación al sur, de unos 82 m2, está distribuido en 3 dormitorios exteriores, 2 baños completos y cocina equipada. Estancias amplias y MUY LUMINOSAS. Incluye plaza de garaje y piscina comunitaria en el precio. Calefacción indiv
"
"
Piso en calle Garrido y Bermejo, Garrido sur, Salamanca
",139.990,3 hab.,100 m²,Planta 4ª exterior con ascensor,/inmueble/100793525/,"
INMOCLIP vende PISO junto al Corte Inglés.
El inmueble consta de 100 m2 construidos, distribuidos en 3 amplios dormitorios, 1 baño totalmente reformado, luminoso salón con aire acondicionado y salida a balcón, cocina independiente equipada con todos los electrodomésticos y amueblada, con salida a g
"
"
Piso en avenida de Villamayor, Carmelitas, Salamanca
",215.000,3 hab.,95 m²,Planta 4ª exterior con ascensor,/inmueble/100729097/,"
INMOCLIP vende PISO junto a la Avenida Villamayor.
El inmueble consta de 95 m2 construidos, distribuidos en 3 dormitorios, 2 de ellos exteriores, 1 baño completo y un aseo, luminoso salón-comedor, cocina independiente amueblada con salida a balcón interior. Dispone de trastero dentro de la vivienda
"
"
Piso en calle Vitigudino, Carmelitas, Salamanca
",176.000,4 hab.,120 m²,Planta 1ª exterior sin ascensor,/inmueble/99125094/,"
INMOCLIP VENDE piso en barrio del Oeste.
El inmueble exterior, de unos 100 m2, está distribuido en 4 dormitorios luminosos; las dos principales dobles exteriores, salón-comedor con acceso a una terraza, cocina totalmente equipada con electrodomésticos anexionada a un patio de 20m2 y 2 baños complet
"
"
Piso en calle Diego de Almagro, Garrido sur, Salamanca
",107.000,3 hab.,72 m²,Planta 4ª exterior sin ascensor,/inmueble/101165029/,"
OPORTUNIDAD DE Vivienda Situada junto a corte ingles,
tanto si esres inversor o si la quieres para vivir, esta en perfecto estado para entrar y rentabilizarla desde el minuto 0
distribuida en 3 habitaciones dos de ellas dobles y exteriores, salón con salida a un balcón de 7 metros, con mucha luz na
"
"
Piso en calle Azahar, Garrido norte, Salamanca
",85.000,3 hab.,80 m²,Planta 4ª exterior sin ascensor,/inmueble/101676232/,"
INMOCLIP vende piso en Garrido.
Luminosa vivienda para entrar a vivir, en el barrio Garrido. Consta de 73 m2 útiles, distribuidos en 3 dormitorios, 1 baño completo, salón exterior y cocina independiente.
Calefacción individual por acumuladores eléctricos. 4º planta sin ascensor
¿Quieres visitarlo o
"
"
Piso en calle Alcalde Navarro González, La Salle - Vistahermosa, Salamanca
",115.000,2 hab.,75 m²,Planta 1ª exterior con ascensor,/inmueble/99036238/,"
INMOCLIP VENDE piso en barrio Los Alcaldes.
El inmueble, de unos 60 m2, está distribuido en 2 dormitorios exteriores con amplios armarios, salón-comedor, cocina totalmente equipada con electrodomésticos y un baño completo con bañera y un aseo de cortesía.
La vivienda está en excelente estado, se e
"
"
Piso en pozo Amarillo, Centro, Salamanca
",224.900,2 hab.,66 m²,Planta 1ª exterior con ascensor,/inmueble/98912433/,"
INMOCLIP VENDE piso en pleno Centro.
El inmueble exterior, totalmente A ESTRENAR, de unos 55 m2, está distribuido en 2 dormitorios exteriores, salón exterior con cocina abierta equipada y amueblada, un baño de diseño completo con plato de ducha, estancias amplias y MUY LUMINOSAS. Dispone de ascenso
"
"
Casa o chalet independiente en calle de Jesús Arambarri, 87, Rollo - Puente Ladrillo, Salamanca
",285.000,4 hab.,305 m²,,/inmueble/101762618/,"
INMUEBLES ALTOZANO. Vende Casa-Local en zona Rollo-Puente Ladrillo. El inmueble consta de 2 plantas de 135 m2 cada una de ellas. En la planta de abajo dispone de un negocio preparado totalmente para funcionar en cualquier momento, con una cocina amplia y un salón muy espacioso y bien preparado, tamb
"
"
Estudio en calle Núñez de Balboa, Garrido sur, Salamanca
",89.000,45 m²,Entreplanta exterior con ascensor,,/inmueble/101834171/,"
INMOCLIP vende Estudio en Garrido.
Impecable estudio para entrar a vivir o para invertir, al estar actualmente alquilado por 500€. Consta de 40 m2 útiles con dormitorio-cocina-salón y 1 baño completo
Calefacción por servicios centrales. Entreplanta con ascensor
¿Quieres visitarlo o necesitas más inf
"
"
Piso en calle Méjico, Prosperidad - Delicias, Salamanca
",167.000,3 hab.,85 m²,Planta 7ª exterior con ascensor,/inmueble/101782702/,"
INMOCLIP vende piso junto a Paseo de San Antonio
Impecable y luminoso piso al ser una 7º planta de altura. Consta de 85 m2 construidos, distribuidos en 3 dormitorios, 1 baño completo, salón con salida a balcón y cocina independiente con galería.
Calefacción individual de gas natural. 7º planta con a
"
"
Piso en calle Rosales, Pizarrales, Salamanca
",130.000,3 hab.,98 m²,Planta 1ª exterior con ascensor,/inmueble/99372919/,"
INMOCLIP VENDE piso en Salamanca, en Pizarrales.
El inmueble, de unos 85m2, está distribuido en 3 dormitorios amplios, dos de ellos con armarios empotrados, dos baños completos con plato de ducha y otro con bañera, y amplio salón exterior.
Primera altura de un edificio con ascensor, plaza de garaje
"
"
Piso en calle del Doctor Gómez Ulla, Prosperidad - Delicias, Salamanca
",170.000,3 hab.,81 m²,Planta 3ª exterior con ascensor,/inmueble/101177837/,"
Situado en zona super tranquila para vivir y a tan solo 10 minutos de plaza Mayor andando, en Doctor Gomezulla, junto a Paseo San Antonio se encuentra este piso con altura de tercero y todo exterrior! lo que significa luz a raudales
puedes entrar a vivir o si te planteas hacer alguna reforma tienes
"
"
Piso en calle Vitigudino, Carmelitas, Salamanca
",176.000,4 hab.,120 m²,Planta 1ª exterior sin ascensor,/inmueble/99125094/,"
INMOCLIP VENDE piso en barrio del Oeste.
El inmueble exterior, de unos 100 m2, está distribuido en 4 dormitorios luminosos; las dos principales dobles exteriores, salón-comedor con acceso a una terraza, cocina totalmente equipada con electrodomésticos anexionada a un patio de 20m2 y 2 baños complet
"
"
Piso en calle Luis Sala Balust, Pizarrales, Salamanca
",95.000,1 hab.,45 m²,Bajo exterior sin ascensor,/inmueble/101688543/,"
INMOCLIP vende apartamento en Parque Valhondo.
Ideal inversores, con una rentabilidad del 5%. Impecable apartamento, reformado, consta de 40 m2 útiles, 1 dormitorio, 1 baño completo y salón con cocina americana.
Calefacción individual por acumuladores eléctricos, sin gastos de comunidad
¿Quieres vis
"
"
Piso en calle Obispo Ramírez de Villaescusa, Garrido norte, Salamanca
",140.000,3 hab.,75 m²,Planta 3ª exterior con ascensor,/inmueble/101722534/,"
INMOCLIP vende piso en Garrido.
Impecable y luminoso piso, reformado hace 5 años. Consta de 75 m2 construidos, distribuidos en 3 dormitorios luminosos, 1 baño completo con ducha, salón con salida a balcón y cocina independiente con despensa y equipada con electrodomésticos.
Calefacción individual de
"
"
Piso en calle Alcalde Antonio Estella, La Salle - Vistahermosa, Salamanca
",122.990,3 hab.,94 m²,Planta 4ª exterior con ascensor,/inmueble/98973522/,"
INMOCLIP VENDE piso en barrio Los Alcaldes.
El inmueble es un 4º con orientación al sur, de unos 82 m2, está distribuido en 3 dormitorios exteriores, 2 baños completos y cocina equipada. Estancias amplias y MUY LUMINOSAS. Incluye plaza de garaje y piscina comunitaria en el precio. Calefacción indiv
"
"
Piso en calle Alfonso IX De Leon, Salesas, Salamanca
",133.000,3 hab.,90 m²,Planta 2ª exterior con ascensor,/inmueble/101406449/,"
PISO EN ALFONSO IX.
Inmobiliaria Plaza mayor gestiona la venta de un piso situado en Avenida Alfonso IX.
Es un 2º de altura con ascensor y tiene 80 metros. Tres dormitorios exteriores con mucha luz. Salón exterior con galería cerrada. Cocina equipada y un baño completo con bañera.
Los suelos son
"
"
Piso en paseo del Rollo, 65, Prosperidad - Delicias, Salamanca
",135.000,3 hab.,85 m²,Planta 5ª interior con ascensor,/inmueble/101946899/,"
Si quiere un piso con una ubicación fantástica, esta es su oportunidad. A tan solo 10 minutos andando hasta la misma Plaza Mayor de Salamanca.
La vivienda se encuentra en la misma avenida del Paseo del Rollo, muy cerca del parque Picaso, el actual Alcampo en sus alrededores, y pequeños comercios co
"
"
Piso en Labradores, Salamanca
",310.000,5 hab.,156 m²,Planta 2ª exterior con ascensor,/inmueble/102187393/,
"
Piso en calle Alcalde Gutiérrez Ceballos, La Salle - Vistahermosa, Salamanca
",125.000,3 hab.,83 m²,Planta 3ª exterior con ascensor,/inmueble/102021970/,"
Inmobiliaria Cylar te da la bienvenida  a  tu bonito piso en el barrio Los Alcaldes. Es una oportunidad única que no puedes dejar pasar. Ubicado en la tercera planta de un edificio con ascensor, este piso te ofrece todas las comodidades que necesitas para vivir en pleno confort.
Al ingresar, te sor
"
"
Piso en Rollo - Puente Ladrillo, Salamanca
",121.500,2 hab.,65 m²,Planta 1ª exterior con ascensor,/inmueble/100412893/,"
INVERSIONES SALAMANCA vende vivienda a estrenar en puente Ladrillo.
Vivienda de dos dormitorios, dos baños, salón y cocina.
Magnificas calidades.
Garaje opcional.
RF: 2672.
"
"
Piso en San Bernardo, Salamanca
",94.900,2 hab.,56 m²,Planta 2ª exterior sin ascensor,/inmueble/98510470/,"
Acogedor vivienda en pleno Campus Universitario de Salamanca!
Vivienda con amplias posibilidades, mejor hacer una visita, no se arrepentirá.
Está distribuida de la siguiente manera;
Ref: 00438 94.900 euros.
56 Metros construidos
2 Habitaciones
1 baño
Salón con cocina americana
Trastero
Sin as
"
"
Piso en plaza de Gabriel y Galán, 11, Labradores, Salamanca
",275.000,5 hab.,133 m²,Planta 3ª exterior con ascensor,/inmueble/97412295/,"
Extraordinaria situación en mejor zona residencia de la ciudad, con amplios jardines a la puerta y proximos. Amplio piso con salón, 4 dormitorios, tres dobles y uno individual. Cuarto de baño y de aseo. 3 huecos a la calle. Portal recien reformado.
"
"
Piso en avenida de Italia, 50, Carmelitas, Salamanca
",160.000,4 hab.,121 m²,Planta 1ª exterior sin ascensor,/inmueble/101572635/,"
Amplio, céntrico y luminoso, orientado al sur.
En plena Avda. de Italia.
Apto tanto para familias como para reformar y alquilar.
Más de 100 m2 útiles, tres ventanales al sur, dos de ellos ventana balconera (hasta el suelo) con balcón a la Avenida.
Trastero dentro de la misma vivienda.
Calefacción in
"
"
Piso en Pizarrales, Salamanca
",75.000,3 hab.,88 m²,Planta 3ª exterior con ascensor,/inmueble/101920617/,"
OPORTUNIDAD. Piso exterior en la Carretera de Ledesma, salón con balcón, 3 dormitorios, cocina y baño, cuenta con ascensor, acceso para discapacitados, servicios centrales por pellets, con parada de autobús al lado cada 10 minutos. El piso se encuentra vacío, desalojado de muebles completamente, lo
"
"
Casa o chalet independiente en calle Dos de Mayo, 22, San José - Parador - Zurguen, Salamanca
",225.000,3 hab.,230 m²,,/inmueble/94935817/,"
Se vende vivienda nueva, sin estrenar, a falta de revestimientos exteriores y carpintería de madera, posee terraza de 75m, bodega con pozo de 35 m, garaje individual para 2 coches y patio de 27m.
Obra nueva iniciada en 2017 y sin final de obra, con todos los permisos en regla.
Abstenerse curiosos, s
"
"
Piso en carretera de Ledesma, Pizarrales, Salamanca
",83.900,1 hab.,50 m²,Planta 1ª exterior con ascensor,/inmueble/102049584/,"
Inmobiliaria Cylar te da la bienvenida a este magnifico apartamento en venta en la  Carretera Ledesma. Este hermoso y vistoso apartamento de 50 m² construidos, con 47 m² útiles, es una verdadera joya que no puedes dejar escapar. Ubicado en la planta 1ª exterior de un edificio con ascensor, ofrece co
"
"
Dúplex en Carmelitas, Salamanca
",245.000,2 hab.,75 m²,Planta 2ª con ascensor,/inmueble/99233127/,"
Se vende en zona carmelitas, fabuloso duplex en perfecto estado para vivir o invertir!
sesenta y cinco metros cuadrados, distribuidos en salon, cocina equipada, dos dormitorios, baño y aseo.
es una segunda planta, con mucha luz, y exterior.
servicios individules de calefaccion
portal reformado, c
"
"
Ático en Carmelitas, Salamanca
",255.000,2 hab.,80 m²,Planta 8ª exterior con ascensor,/inmueble/101197835/,"
INVERSIONES SALAMANCA vende magnifico ático zona Carmelitas.
Ático distribuido en dos habitaciones, un baño, salón, cocina y magnifica terraza en veinticinco metros.
Ultima planta, muy soleado, todo exterior y con magnificas vistas a catedrales, .
Suelos parquet, ventanas climalit, puertas sapelly.
"
"
Piso en calle de los Mozárabes, Rollo - Puente Ladrillo, Salamanca
",127.000,2 hab.,77 m²,Planta 2ª exterior con ascensor,/inmueble/95020541/,"
Excelente vivienda totalmente amueblada, bien cuidada, 60 m2, muy luminoso, zonas comunes ajardinadas, dispone de dos dormitorios, cocina equipada, terraza y doble balcón, dos baños, POSIBILIDAD DE plaza de garaje cerrada POR 15.000€, CERTIFICADO DE EFICIENCIA ENERGETICA PENDIENTE E SOLITAR POR LA P
"
"
Piso en Garrido sur, Salamanca
",125.000,1 hab.,48 m²,Bajo exterior sin ascensor,/inmueble/100807886/,"
OJO A LOS SEGUIDORES DEL INMUEBLE TURISTICO EN SALAMANCA CAPITAL!
JUNTO PASEO DE LA ESTACIÓN! Ocasión de adquirir apartamento a pie de calle REFORMADO A ESTRENAR, AMUEBLADO Y CON COCINA COMPLETA, con la licencia de cambio de uso turístico concedida.. . ALQUILER GARANTIZADO.
FOTOS REALES!
Próximas
"
"
Piso en calle Guerrilleros, Garrido sur, Salamanca
",158.000,3 hab.,80 m²,Planta 1ª exterior con ascensor,/inmueble/101640740/,"
DJSANTOS le ofrece piso en Venta junto a Avenida Portugal en el primer tramo en la zona de los Ovalle. Dispone de un hermoso salón de doble estancia, tres dormitorios, dos de ellos exteriores) cocina totalmente equipada, un baño reformado con plato de ducha y aseo. Listo para entrar a vivir. Con asc
"
"
Piso en paseo de la Estación, Garrido sur, Salamanca
",153.000,3 hab.,75 m²,Planta 8ª exterior con ascensor,/inmueble/100177509/,"
Djsantos le ofrece piso recién reformado de 70m2 útiles muy cercano al centro comercial Vialia. Actualmente alquilado por lo que de momento se vende únicamente como inversión. Dispone de 3 dormitorios. 1 baño completo. Cocina equipada. Suelos de tarima. Comunidad 50€. Calefacción central y agua cali
"
"
Piso en Vidal, Salamanca
",122.000,4 hab.,103 m²,Planta 2ª exterior sin ascensor,/inmueble/101925235/,"
Vivienda al lado de la Calle Gomez Arias y del Paseo Gran Capitán.
Cuenta con todos los servicios que pueda necesitar día a día, supermercados. todo tipo de comercios, restaurantes, farmacias, parques, con varias líneas de autobús al lado de la vivienda y muy frecuentes,.. .
Distribuido en cuatro do
"
"
Piso en calle de la Chinchibarra, Chinchibarra, Salamanca
",149.900,3 hab.,90 m²,Planta 4ª exterior con ascensor,/inmueble/98761009/,"
Inmobiliaria DJSANTOS le ofrece en venta piso todo exterior, de esquina, en la zona del Corte Inglés, a escasos metros de las Avenidas Federico Anaya y Alfonso IX de León. Con 80 m2 útiles, y 90 m2 construidos. Compuesto por un amplio salón con salida a balcón de esquina y ventana doble, 3 dormitori
"
"
Piso en calle Doctor Torres de Villarroel, Vidal, Salamanca
",330.000,2 hab.,120 m²,Planta 2ª exterior con ascensor,/inmueble/99911071/,"
A la venta bonita y funcional vivienda de 2 dormitorios ( posibilidad de 3), en Torres Villarroel, vivienda reformada y muy bien ubicada, dispone de 2 dormitorios, 2 baños, cocina, y buen salón. Vivienda con suelos de madera natural, ventanas cambiadas, baños y cocina reformados con materiales de ca
"
"
Piso en calle Uva, La Salle - Vistahermosa, Salamanca
",88.000,3 hab.,80 m²,Planta 2ª exterior sin ascensor,/inmueble/98255913/,"
DJSANTOS le ofrece piso de 70 m2 útiles y 80 m2 construidos en zona de La Salle, listo para entrar a vivir. Dispone de salón, 3 dormitorios, 2 baños, cocina equipada, y plaza de garaje incluida en el precio. Comunidad: 85€ Calefacción Central. Referencia 6017.
DJSANTOS le ofrece piso de 70 m2 útile
"
"
Ático en calle Obispo Alcolea, Pizarrales, Salamanca
",128.000,2 hab.,70 m²,Planta 3ª exterior con ascensor,/inmueble/97475409/,"
Precioso ático semi amueblado con mucha luz, semi nuevo, con 60 m2 útiles, construido hace 10 años, situado en urbanización privada. Consta de 2 habitaciones con armarios empotrados vestidos, un baño y amplio salón con cocina americana. Tiene además una hermosa terraza de 18m2 con acceso desde el sa
"
"
Piso en calle de Velázquez, Salesas, Salamanca
",169.000,3 hab.,105 m²,Planta 4ª exterior con ascensor,/inmueble/98687404/,"
Piso con mejoras en la zona del Corte Inglés con 90 m2 útiles y 105 m2 construidos. Compuesto por un salón doble, amplio y luminoso, con salida al balcón, 3 dormitorios (uno de ellos exterior), 1 baño con posibilidad de hacer un segundo baño ensuite, cocina equipada. Calefacción Central. Ascensor. C
"
"
Piso en calle Espoz y Mina, Centro, Salamanca
",359.000,3 hab.,125 m²,Planta 3ª exterior con ascensor,/inmueble/101176151/,"
IDEAL INVERSORES! DJSANTOS le ofrece excelente piso reformado junto a la Plaza Mayor de Salamanca con Plaza de garaje incluida en el precio. Su origen es la unión de dos viviendas por lo que cuenta con dos entradas. Cuenta con un amplio salón de 25 m2 con salida a balcón, 3 grandes dormitorios, uno
"
"
Piso en calle de las Acacias, Garrido norte, Salamanca
",139.900,5 hab.,93 m²,Planta 1ª exterior con ascensor,/inmueble/96828259/,"
Piso en la zona del Parque Garrido, listo para entrar a vivir pues se ha reformado totalmente. Con 80 m2 útiles; amplio salón, 5 dormitorios, baño y aseo y cocina totalmente equipada. Ascensor. Calefacción y agua caliente por gas natural. Gasto de Comunidad 50€/mes. Rodeado de servicios: tiendas, co
"
"
Piso en calle del Lazarillo de Tormes, Chinchibarra, Salamanca
",228.000,2 hab.,70 m²,Planta 1ª exterior con ascensor,/inmueble/99166780/,"
Piso de 70m2 útiles en edificio nuevo junto al corte ingles y avenida Federico Anaya y totalmente amueblado de lujo. Dispone de 2 dormitorios dobles con armarios empotrados, 2 baños completos con ventana, cocina totalmente equipada de diseño, salón amplio. Todo exterior. Dormitorio principal con bañ
"
"
Piso en avenida de Federico Anaya, Chinchibarra, Salamanca
",163.000,4 hab.,90 m²,Planta 5ª exterior con ascensor,/inmueble/96489833/,"
Atención Inversores. Piso con mucha potencialidad y algunas mejoras; actualmente alquilado, situado en la misma avenida Federico Anaya, muy cerca del Corte Inglés. Con 85 m2 útiles, y compuesto por: Amplio salón con acceso al balcón a la avenida, 4 dormitorios (2 de ellos exteriores); 1 baño ( con p
"
"
Piso en calle Almansa, 3, Prosperidad - Delicias, Salamanca
",105.000,3 hab.,77 m²,Planta 2ª exterior sin ascensor,/inmueble/84064384/,"
A REFORMAR: Junto al parque de los Jesuitas. Segunda planta. Exterior y luminoso. 3 habitaciones de matrimonio.
Fachada y antena TV comunitarias recién arregladas.
Necesita reformar electricidad y fontanería.
Rehacer completamente baño y cocina.
Cambiar papel por pintura, modernizar puertas, quizá s
"
"
Piso en avenida de los Comuneros, Rollo - Puente Ladrillo, Salamanca
",174.000,3 hab.,95 m²,Planta 3ª exterior con ascensor,/inmueble/101833692/,"
DJSANTOS le ofrece magnífico piso todo exterior, ya reformado y listo para entrar a vivir, en plena avenida de Comuneros muy próximo al Parque Picasso. La propiedad un hermoso salón con salida a balcón dispone de tres dormitorios, un baño en perfecto estado y cocina. Muy luminoso. Suelos de Tarima.
"
"
Piso en calle Guerrilleros, Garrido sur, Salamanca
",158.000,3 hab.,80 m²,Planta 1ª exterior con ascensor,/inmueble/101640740/,"
DJSANTOS le ofrece piso en Venta junto a Avenida Portugal en el primer tramo en la zona de los Ovalle. Dispone de un hermoso salón de doble estancia, tres dormitorios, dos de ellos exteriores) cocina totalmente equipada, un baño reformado con plato de ducha y aseo. Listo para entrar a vivir. Con asc
"
"
Piso en calle Maragatería, Capuchinos-Glorieta-C. Jardín, Salamanca
",99.900,1 hab.,60 m²,Bajo exterior sin ascensor,/inmueble/100214163/,"
DJSANTOS le ofrece apartamento en planta baja, listo para entrar a vivir, en perfectas condiciones; próximo al Hipermercado Carrefour, con 55 m2 útiles. Compuesto por un salón, cocina totalmente equipada, un baño y amplio dormitorio. Totalmente amueblado. Calefacción individual de gas. Gastos de Com
"
"
Piso en calle Bolívar, Garrido sur, Salamanca
",127.000,3 hab.,88 m²,Planta 2ª exterior con ascensor,/inmueble/99261380/,"
DJSANTOS le ofrece piso en venta en la calle Bolívar, en la zona del Corte Inglés. Con 75 m2 útiles y 88 m2 construidos. Dispone de salón con salida al balcón, 3 dormitorios, cocina con salida a galería, 1 baño y posibilidad de hacer un segundo o un aseo. Servicios Centrales. Segunda planta con Asce
"
"
Piso en carretera de Ledesma, Pizarrales, Salamanca
",89.000,3 hab.,93 m²,Bajo exterior con ascensor,/inmueble/101764727/,"
Amplio piso en Carretera de Ledesma
Distribuido en 3 dormitorios dobles, baño completo, cocina amueblada con despensa.
Salon con amplio balcon.
La vivienda esta en un edificio completamente reformado.
Nuestra empresa está formada por un equipo profesional Joven y Dinámico con un objetivo común: Sa
"
"
Piso en Vidal, Salamanca
",122.000,4 hab.,103 m²,Planta 2ª exterior sin ascensor,/inmueble/101925235/,"
Vivienda al lado de la Calle Gomez Arias y del Paseo Gran Capitán.
Cuenta con todos los servicios que pueda necesitar día a día, supermercados. todo tipo de comercios, restaurantes, farmacias, parques, con varias líneas de autobús al lado de la vivienda y muy frecuentes,.. .
Distribuido en cuatro do
"
"
Piso en calle Fortis y Fortunio, Rollo - Puente Ladrillo, Salamanca
",133.000,2 hab.,85 m²,Planta 2ª exterior con ascensor,/inmueble/97199970/,"
Piso en venta, todo exterior en la zona del Puente de Ladrillo; con 75 m2 útiles y compuesto por un luminoso salón con salida a balcón, 2 dormitorios, 2 baños y cocina americana. Opcional y adicionalmente se venden 2 plazas de garaje por 10 000€ cada una. El piso cuenta además con piscina comunitari
"
